00685.jpg;73086e6b5bec8c756c132dbefa92c476d7b8759e9d89b5290c0a702e9b6dad3f;imrecompjpg;jpeg recompression successful;0:00:00.017473;00685.jpg.imrecompjpg.1685380235.7032592.jpg;73856e96d2b1118d2b24fe004247bf3300643d86cfef73e6317d3ff9e90c898d;None;None;None;convert -interlace Plane -quality 75% 00685.jpg 00685.jpg.imrecompjpg.1685380235.7032592.jpg;None
00233.jpg;88f2e96ff75b593f756e3aa669fe043d5d2bbb351402f787afc51174fd0546ca;imrecompjpg;jpeg recompression successful;0:00:00.013082;00233.jpg.imrecompjpg.1685380235.7032592.jpg;a72c4e03c21a344e92004b2cf4e9f442db5401803d82fb89aab88086abd7dc44;None;None;None;convert -interlace Plane -quality 75% 00233.jpg 00233.jpg.imrecompjpg.1685380235.7032592.jpg;None
00671.jpg;d163044bc0cdfad37b98362bd772cac4feb6e0007d47b9969aab21300fa70586;imrecompjpg;jpeg recompression successful;0:00:00.013031;00671.jpg.imrecompjpg.1685380235.7032592.jpg;64dab74034ce2474733687aa97addbe0393bc47b4c0fee0d481a0248e8fd4298;None;None;None;convert -interlace Plane -quality 75% 00671.jpg 00671.jpg.imrecompjpg.1685380235.7032592.jpg;None
00538.jpg;595919b60863dcf569a6ce6b4042942067e65e36a4a73621aba48302b16bd61e;imrecompjpg;jpeg recompression successful;0:00:00.015180;00538.jpg.imrecompjpg.1685380235.7032592.jpg;19ab396ab692d2ae0671ed8bb961d3be8e6bbd9c73336f2beee1879fd0a75eee;None;None;None;convert -interlace Plane -quality 75% 00538.jpg 00538.jpg.imrecompjpg.1685380235.7032592.jpg;None
00598.jpg;b4cbe4776522f61b50b5b14d192ad4b7439666c79f991e5ef60a98d116a99abb;imrecompjpg;jpeg recompression successful;0:00:00.013795;00598.jpg.imrecompjpg.1685380235.7032592.jpg;07d325a1a74f8af0b4ad2438b8b2a8a82b4d4ee789e07b5d91e831cb9e6f69fc;None;None;None;convert -interlace Plane -quality 75% 00598.jpg 00598.jpg.imrecompjpg.1685380235.7032592.jpg;None
00826.jpg;59139b511b6ddb54c2ea563facc8596e7d1ca7e637112c2dc08be9df503b8c71;imrecompjpg;jpeg recompression successful;0:00:00.014442;00826.jpg.imrecompjpg.1685380235.7032592.jpg;b6dc63c47eb9affe6fc49229f639c5f01c98f6f0d2ae0a24a463449ed7e74b7b;None;None;None;convert -interlace Plane -quality 75% 00826.jpg 00826.jpg.imrecompjpg.1685380235.7032592.jpg;None
00387.jpg;4f706fa8f7c11a67d40e93f12de32c87ab6ffe43f79ba43f6355a912147a03d3;imrecompjpg;jpeg recompression successful;0:00:00.013719;00387.jpg.imrecompjpg.1685380235.7032592.jpg;0f1aa0b0bd20157209f539484b6e27308ce392f08e0d7ad135f7ea6063c8ea0f;None;None;None;convert -interlace Plane -quality 75% 00387.jpg 00387.jpg.imrecompjpg.1685380235.7032592.jpg;None
01016.jpg;ece657ad2bcd80db7787ce8463f884f5d6dca37243f7663d0904c75c3ebff275;imrecompjpg;jpeg recompression successful;0:00:00.014903;01016.jpg.imrecompjpg.1685380235.7032592.jpg;d18cdb2e0fc60bdc2c019c43afb0960e9dd380dd729d23c297f75dd98952fbfb;None;None;None;convert -interlace Plane -quality 75% 01016.jpg 01016.jpg.imrecompjpg.1685380235.7032592.jpg;None
00783.jpg;950b85cbdeb9c435521dedb50b35e03b50ec36a6a3acf099f65d38363d7a7210;imrecompjpg;jpeg recompression successful;0:00:00.013058;00783.jpg.imrecompjpg.1685380235.7032592.jpg;22a4e85b0d353548f113dcfbdd6673aeb7d584eebe1ae32b365ad97b6ddf3e4a;None;None;None;convert -interlace Plane -quality 75% 00783.jpg 00783.jpg.imrecompjpg.1685380235.7032592.jpg;None
00751.jpg;3d052a650a635e5458f578a91ecc29ed3d8359f61ec0498ad44a3502a3dd97b1;imrecompjpg;jpeg recompression successful;0:00:00.014182;00751.jpg.imrecompjpg.1685380235.7032592.jpg;78bc6022e3f5a5f2cecf06880a46b534a90622f99cbb2f5c64644ef1783c083e;None;None;None;convert -interlace Plane -quality 75% 00751.jpg 00751.jpg.imrecompjpg.1685380235.7032592.jpg;None
